Gene/proteinID	Brown et al. 2014 ID	Description of gene/protein product	Proposed gene name	condition	nmol/gDCW	SD	mM	logSD
CAETHG_RS01210	CAETHG_0255	transcriptional regulator, Rrf2 family	RS01210	High-H2 CO	4.3	1.1	0.0017698799999999995	0.25177090845629746
CAETHG_RS01210	CAETHG_0255	transcriptional regulator, Rrf2 family	RS01210	Syngas	9.9	0.8	0.00407484	0.08067662726921458
CAETHG_RS01220	CAETHG_0257	Arginyl-tRNA synthetase	RARS	CO	3.1	0.6	0.0012759599999999998	0.1917716376098038
CAETHG_RS01220	CAETHG_0257	Arginyl-tRNA synthetase	RARS	High-H2 CO	6.9	6.9	0.00284004	0.8325546111576977
CAETHG_RS01220	CAETHG_0257	Arginyl-tRNA synthetase	RARS	Syngas	1.7	0.2	0.0006997199999999998	0.11724299938433483
CAETHG_RS01225	CAETHG_0258	UDP-glucose 4-epimerase	galE	CO	4.1	0.8	0.0016875599999999996	0.19330209835361814
CAETHG_RS01225	CAETHG_0258	UDP-glucose 4-epimerase	galE	High-H2 CO	4.1	1.3	0.0016875599999999996	0.30951055662732246
CAETHG_RS01225	CAETHG_0258	UDP-glucose 4-epimerase	galE	Syngas	4.1	0.5	0.0016875599999999996	0.12150141827570927
CAETHG_RS01235	CAETHG_0260	hypothetical protein	potD	CO	1.2	0.2	0.0004939199999999999	0.16552635496534787
CAETHG_RS01235	CAETHG_0260	hypothetical protein	potD	High-H2 CO	0.7	0.4	0.00028812	0.5315702886589981
CAETHG_RS01235	CAETHG_0260	hypothetical protein	potD	Syngas	0.8	0.1	0.00032927999999999994	0.1245158083777528
CAETHG_RS01275	CAETHG_0271	amino acid permease-associated region	lysP	CO				
CAETHG_RS01275	CAETHG_0271	amino acid permease-associated region	lysP	High-H2 CO	0.9	0.2	0.00037044	0.21954977070786863
CAETHG_RS01275	CAETHG_0271	amino acid permease-associated region	lysP	Syngas				
CAETHG_RS01280	CAETHG_0272	DNA mismatch repair protein MutS domain protein	RS01280	CO	0.1	0.2	4.115999999999999e-05	1.2686362411795196
CAETHG_RS01280	CAETHG_0272	DNA mismatch repair protein MutS domain protein	RS01280	High-H2 CO				
CAETHG_RS01280	CAETHG_0272	DNA mismatch repair protein MutS domain protein	RS01280	Syngas				
CAETHG_RS01285	CAETHG_0273	hemerythrin-like metal-binding protein	hr	CO	3.0	0.7	0.0012347999999999997	0.23024776933906912
CAETHG_RS01285	CAETHG_0273	hemerythrin-like metal-binding protein	hr	High-H2 CO	1.8	0.4	0.00074088	0.21954977070786863
CAETHG_RS01285	CAETHG_0273	hemerythrin-like metal-binding protein	hr	Syngas	4.1	0.8	0.0016875599999999996	0.19330209835361814
CAETHG_RS01295	CAETHG_0275	hypothetical protein	RS01295	CO	0.8	0.3	0.00032927999999999994	0.36273455554815737
CAETHG_RS01295	CAETHG_0275	hypothetical protein	RS01295	High-H2 CO				
CAETHG_RS01295	CAETHG_0275	hypothetical protein	RS01295	Syngas	1.0	0.1	0.0004116	0.0997513451195927
CAETHG_RS01305	CAETHG_0277	PHP domain protein	E3.1.3.97	CO	1.6	1.2	0.0006585599999999999	0.6680472308365776
CAETHG_RS01305	CAETHG_0277	PHP domain protein	E3.1.3.97	High-H2 CO				
CAETHG_RS01305	CAETHG_0277	PHP domain protein	E3.1.3.97	Syngas	1.0	0.2	0.0004116	0.1980422004353651
CAETHG_RS01310	CAETHG_0278	peptidase M18 aminopeptidase I	RS01310	CO	4.9	1.6	0.0020168399999999998	0.31829600930354174
CAETHG_RS01310	CAETHG_0278	peptidase M18 aminopeptidase I	RS01310	High-H2 CO	2.8	1.1	0.00115248	0.3788481534197023
CAETHG_RS01310	CAETHG_0278	peptidase M18 aminopeptidase I	RS01310	Syngas	4.1	1.2	0.0016875599999999996	0.286689959028872
CAETHG_RS01340	CAETHG_0284	transcriptional regulator, PucR family	pucR	CO	0.8	0.1	0.00032927999999999994	0.1245158083777528
CAETHG_RS01340	CAETHG_0284	transcriptional regulator, PucR family	pucR	High-H2 CO				
CAETHG_RS01340	CAETHG_0284	transcriptional regulator, PucR family	pucR	Syngas	0.2	0.1	8.231999999999998e-05	0.47238072707743883
CAETHG_RS01355	CAETHG_0286	5-formyltetrahydrofolate cyclo-ligase	MTHFS	CO	2.1	0.6	0.0008643599999999999	0.2801278555258211
CAETHG_RS01355	CAETHG_0286	5-formyltetrahydrofolate cyclo-ligase	MTHFS	High-H2 CO	2.0	0.8	0.0008232	0.38525317015992666
CAETHG_RS01355	CAETHG_0286	5-formyltetrahydrofolate cyclo-ligase	MTHFS	Syngas	2.0	0.3	0.0008232	0.14916638004195087
CAETHG_RS01360	CAETHG_0287	HPr kinase	hprK	CO	0.7	0.1	0.00028812	0.14213622802621248
CAETHG_RS01360	CAETHG_0287	HPr kinase	hprK	High-H2 CO				
CAETHG_RS01360	CAETHG_0287	HPr kinase	hprK	Syngas	0.2	0.1	8.231999999999998e-05	0.47238072707743883
CAETHG_RS01375	CAETHG_0291	beta-lactamase domain protein	fprA1_2	CO	32.8	2.5	0.013500479999999997	0.0761091615025541
CAETHG_RS01375	CAETHG_0291	beta-lactamase domain protein	fprA1_2	High-H2 CO	32.5	4.6	0.013376999999999998	0.14083718662284175
CAETHG_RS01375	CAETHG_0291	beta-lactamase domain protein	fprA1_2	Syngas	44.6	6.3	0.01835736	0.14055849671077977
CAETHG_RS01385	CAETHG_0293	Peptide deformylase	PDF	CO	1.8	0.6	0.00074088	0.32459284597450133
CAETHG_RS01385	CAETHG_0293	Peptide deformylase	PDF	High-H2 CO	1.5	0.5	0.0006173999999999998	0.32459284597450133
CAETHG_RS01385	CAETHG_0293	Peptide deformylase	PDF	Syngas	2.2	0.6	0.0009055199999999999	0.2678505270833741
CAETHG_RS01410	CAETHG_0300	phospholipase C/P1 nuclease	plc	CO				
CAETHG_RS01410	CAETHG_0300	phospholipase C/P1 nuclease	plc	High-H2 CO				
CAETHG_RS01410	CAETHG_0300	phospholipase C/P1 nuclease	plc	Syngas	0.4	0.3	0.00016463999999999997	0.6680472308365776
CAETHG_RS01430	CAETHG_0304	6,7-dimethyl-8-ribityllumazine synthase	ribH	CO	4.2	0.3	0.0017287199999999998	0.07133771448169074
CAETHG_RS01430	CAETHG_0304	6,7-dimethyl-8-ribityllumazine synthase	ribH	High-H2 CO	2.7	0.8	0.0011113199999999998	0.29008531439248997
CAETHG_RS01430	CAETHG_0304	6,7-dimethyl-8-ribityllumazine synthase	ribH	Syngas	8.3	1.2	0.0034162799999999994	0.14383122301789106
CAETHG_RS01435	CAETHG_0305	3,4-dihydroxy-2-butanone 4-phosphate synthase	ribBA	CO	5.0	0.8	0.0020579999999999995	0.1589899593819327
CAETHG_RS01435	CAETHG_0305	3,4-dihydroxy-2-butanone 4-phosphate synthase	ribBA	High-H2 CO	4.3	1.4	0.0017698799999999995	0.31741587403558963
CAETHG_RS01435	CAETHG_0305	3,4-dihydroxy-2-butanone 4-phosphate synthase	ribBA	Syngas	5.7	1.1	0.0023461199999999993	0.19122104402315973
CAETHG_RS01440	CAETHG_0306	riboflavin synthase, alpha subunit	ribE	CO	0.6	0.2	0.00024695999999999995	0.32459284597450133
CAETHG_RS01440	CAETHG_0306	riboflavin synthase, alpha subunit	ribE	High-H2 CO				
CAETHG_RS01440	CAETHG_0306	riboflavin synthase, alpha subunit	ribE	Syngas	1.1	0.4	0.00045275999999999997	0.3524065553184047
CAETHG_RS01445	CAETHG_0307	riboflavin biosynthesis protein RibD	ribD	CO	13.1	1.3	0.0053919599999999995	0.09899361750814405
CAETHG_RS01445	CAETHG_0307	riboflavin biosynthesis protein RibD	ribD	High-H2 CO	6.5	2.5	0.0026753999999999997	0.3714289220567708
CAETHG_RS01445	CAETHG_0307	riboflavin biosynthesis protein RibD	ribD	Syngas	10.4	2.2	0.00428064	0.20922764257546497
CAETHG_RS01500	CAETHG_0318	ABC-type metal ion transporter, periplasmic sub	znuA	CO				
CAETHG_RS01500	CAETHG_0318	ABC-type metal ion transporter, periplasmic sub	znuA	High-H2 CO				
CAETHG_RS01500	CAETHG_0318	ABC-type metal ion transporter, periplasmic sub	znuA	Syngas	0.2	0.0	8.231999999999998e-05	0.0
CAETHG_RS01505	CAETHG_0319	Phosphoribosylaminoimidazolecarboxamide formylt	purH	CO	78.5	7.3	0.032310599999999995	0.09279351894625913
CAETHG_RS01505	CAETHG_0319	Phosphoribosylaminoimidazolecarboxamide formylt	purH	High-H2 CO	79.5	4.6	0.03272219999999999	0.05781329311142103
CAETHG_RS01505	CAETHG_0319	Phosphoribosylaminoimidazolecarboxamide formylt	purH	Syngas	60.3	5.0	0.024819479999999998	0.08277674068803598
CAETHG_RS01520	CAETHG_0322	Xylose isomerase domain-containing protein TIM	RS01520	CO	1.3	0.3	0.00053508	0.2277824298953098
CAETHG_RS01520	CAETHG_0322	Xylose isomerase domain-containing protein TIM	RS01520	High-H2 CO	0.5	0.3	0.0002058	0.5545130293761911
CAETHG_RS01520	CAETHG_0322	Xylose isomerase domain-containing protein TIM	RS01520	Syngas	0.6	0.1	0.00024695999999999995	0.16552635496534787
CAETHG_RS01560	CAETHG_0330	Monosaccharide-transporting ATPase	ecfA	CO	1.1	0.2	0.00045275999999999997	0.18034187452047828
CAETHG_RS01560	CAETHG_0330	Monosaccharide-transporting ATPase	ecfA	High-H2 CO				
CAETHG_RS01560	CAETHG_0330	Monosaccharide-transporting ATPase	ecfA	Syngas				
CAETHG_RS01605	CAETHG_0339	Elongator protein 3/MiaB/NifB	bioB	CO	8.9	0.8	0.0036632399999999995	0.0897068625292015
CAETHG_RS01605	CAETHG_0339	Elongator protein 3/MiaB/NifB	bioB	High-H2 CO	7.1	1.7	0.0029223599999999993	0.2361075243978036
CAETHG_RS01605	CAETHG_0339	Elongator protein 3/MiaB/NifB	bioB	Syngas	11.2	1.6	0.00460992	0.14213622802621248
CAETHG_RS01610	CAETHG_0340	transcriptional regulator, PadR-like family	padR	CO	0.8	0.2	0.00032927999999999994	0.24622067706923975
CAETHG_RS01610	CAETHG_0340	transcriptional regulator, PadR-like family	padR	High-H2 CO				
CAETHG_RS01610	CAETHG_0340	transcriptional regulator, PadR-like family	padR	Syngas	1.0	0.1	0.0004116	0.0997513451195927
CAETHG_RS01660	CAETHG_0350	methyl-accepting chemotaxis sensory transducer	mcp3	CO	2.8	0.6	0.00115248	0.21188515735626917
CAETHG_RS01660	CAETHG_0350	methyl-accepting chemotaxis sensory transducer	mcp3	High-H2 CO	2.4	0.6	0.0009878399999999998	0.24622067706923975
CAETHG_RS01660	CAETHG_0350	methyl-accepting chemotaxis sensory transducer	mcp3	Syngas	2.2	0.3	0.0009055199999999999	0.13573602073900098
CAETHG_RS01665	CAETHG_0351	Peptidylprolyl isomerase	PPIB	CO	4.3	0.6	0.0017698799999999995	0.13886276857021893
CAETHG_RS01665	CAETHG_0351	Peptidylprolyl isomerase	PPIB	High-H2 CO	3.4	0.5	0.0013994399999999996	0.14627291945209672
CAETHG_RS01665	CAETHG_0351	Peptidylprolyl isomerase	PPIB	Syngas	4.8	0.6	0.0019756799999999996	0.1245158083777528
CAETHG_RS01675	CAETHG_0353	methyl-accepting chemotaxis sensory transducer	mcp4	CO	0.7	0.2	0.00028812	0.2801278555258211
CAETHG_RS01675	CAETHG_0353	methyl-accepting chemotaxis sensory transducer	mcp4	High-H2 CO	0.2	0.1	8.231999999999998e-05	0.47238072707743883
CAETHG_RS01675	CAETHG_0353	methyl-accepting chemotaxis sensory transducer	mcp4	Syngas	0.5	0.2	0.0002058	0.38525317015992666
CAETHG_RS01720	CAETHG_0362	TIM-barrel signal transduction protein	RS01720	CO	0.9	0.2	0.00037044	0.21954977070786863
CAETHG_RS01720	CAETHG_0362	TIM-barrel signal transduction protein	RS01720	High-H2 CO				
CAETHG_RS01720	CAETHG_0362	TIM-barrel signal transduction protein	RS01720	Syngas	0.2	0.0	8.231999999999998e-05	0.0
CAETHG_RS01735	CAETHG_0366	oxidoreductase/nitrogenase component 1	nifE	CO	1.0	0.3	0.0004116	0.293560379208524
CAETHG_RS01735	CAETHG_0366	oxidoreductase/nitrogenase component 1	nifE	High-H2 CO				
CAETHG_RS01735	CAETHG_0366	oxidoreductase/nitrogenase component 1	nifE	Syngas				
CAETHG_RS01740	CAETHG_0367	oxidoreductase/nitrogenase component 1	RS01740	CO	1.7	0.5	0.0006997199999999998	0.28803870884973287
CAETHG_RS01740	CAETHG_0367	oxidoreductase/nitrogenase component 1	RS01740	High-H2 CO				
CAETHG_RS01740	CAETHG_0367	oxidoreductase/nitrogenase component 1	RS01740	Syngas	1.0	0.7	0.0004116	0.6314872286573718
CAETHG_RS01745	CAETHG_0368	Nitrogenase	nifH3	CO	2.9	0.1	0.0011936399999999997	0.0344725146947349
CAETHG_RS01745	CAETHG_0368	Nitrogenase	nifH3	High-H2 CO	2.0	0.7	0.0008232	0.3399387307063912
CAETHG_RS01745	CAETHG_0368	Nitrogenase	nifH3	Syngas	7.6	2.5	0.0031281599999999996	0.32053521892194803
CAETHG_RS01750	CAETHG_0369	hydrogenase expression/formation protein HypE	hypE	CO	8.0	1.7	0.0032928	0.21015802571076087
CAETHG_RS01750	CAETHG_0369	hydrogenase expression/formation protein HypE	hypE	High-H2 CO	5.6	2.4	0.00230496	0.41063695941280387
CAETHG_RS01750	CAETHG_0369	hydrogenase expression/formation protein HypE	hypE	Syngas	11.3	4.5	0.00465108	0.38366826129239806
CAETHG_RS01755	CAETHG_0370	hydrogenase expression/formation protein HypD	hypD	CO	4.0	0.3	0.0016464	0.07489485138853401
CAETHG_RS01755	CAETHG_0370	hydrogenase expression/formation protein HypD	hypD	High-H2 CO	2.4	0.6	0.0009878399999999998	0.24622067706923975
CAETHG_RS01755	CAETHG_0370	hydrogenase expression/formation protein HypD	hypD	Syngas	4.4	1.5	0.0018110399999999999	0.3315827026103195
CAETHG_RS01765	CAETHG_0372	(NiFe) hydrogenase maturation protein HypF	hypF	CO	1.4	0.3	0.00057624	0.21188515735626917
CAETHG_RS01765	CAETHG_0372	(NiFe) hydrogenase maturation protein HypF	hypF	High-H2 CO	0.8	0.5	0.00032927999999999994	0.5742414878537321
CAETHG_RS01765	CAETHG_0372	(NiFe) hydrogenase maturation protein HypF	hypF	Syngas	0.8	0.2	0.00032927999999999994	0.24622067706923975
CAETHG_RS01770	CAETHG_0373	oxidoreductase/nitrogenase component 1	RS01770	CO				
CAETHG_RS01770	CAETHG_0373	oxidoreductase/nitrogenase component 1	RS01770	High-H2 CO				
CAETHG_RS01770	CAETHG_0373	oxidoreductase/nitrogenase component 1	RS01770	Syngas	0.5	0.3	0.0002058	0.5545130293761911
CAETHG_RS01775	CAETHG_0374	oxidoreductase/nitrogenase component 1	nifE2	CO	1.2	0.2	0.0004939199999999999	0.16552635496534787
CAETHG_RS01775	CAETHG_0374	oxidoreductase/nitrogenase component 1	nifE2	High-H2 CO	0.3	0.3	0.00012347999999999998	0.8325546111576977
CAETHG_RS01775	CAETHG_0374	oxidoreductase/nitrogenase component 1	nifE2	Syngas	0.5	0.4	0.0002058	0.7033464593186682
CAETHG_RS01780	CAETHG_0375	Nitrogenase	nifH4	CO	3.4	0.1	0.0013994399999999996	0.02940540700880967
CAETHG_RS01780	CAETHG_0375	Nitrogenase	nifH4	High-H2 CO	0.6	0.9	0.00024695999999999995	1.085658784490618
CAETHG_RS01780	CAETHG_0375	Nitrogenase	nifH4	Syngas	2.3	1.0	0.0009466799999999998	0.4161043436953539
CAETHG_RS01815	CAETHG_0382	D-lactate dehydrogenase (cytochrome)	glcD3	CO	10.7	1.7	0.004404119999999999	0.1578893669455526
CAETHG_RS01815	CAETHG_0382	D-lactate dehydrogenase (cytochrome)	glcD3	High-H2 CO	9.3	1.3	0.0038278799999999992	0.13910923625471852
CAETHG_RS01815	CAETHG_0382	D-lactate dehydrogenase (cytochrome)	glcD3	Syngas	8.7	1.2	0.0035809199999999996	0.13728167621657203
CAETHG_RS01825	CAETHG_0384	peptidase M20	RS01825	CO	0.6	0.1	0.00024695999999999995	0.16552635496534787
CAETHG_RS01825	CAETHG_0384	peptidase M20	RS01825	High-H2 CO				
CAETHG_RS01825	CAETHG_0384	peptidase M20	RS01825	Syngas	0.3	0.1	0.00012347999999999998	0.32459284597450133
CAETHG_RS01830	CAETHG_0385	(R,R)-butanediol dehydrogenase	BDH	CO	64.0	21.8	0.0263424	0.33132101526525887
CAETHG_RS01830	CAETHG_0385	(R,R)-butanediol dehydrogenase	BDH	High-H2 CO	12.9	5.0	0.005309639999999999	0.37411642776382525
CAETHG_RS01830	CAETHG_0385	(R,R)-butanediol dehydrogenase	BDH	Syngas	25.3	13.7	0.01041348	0.5070883819716162
CAETHG_RS01855	CAETHG_0390	efflux transporter, RND family, MFP subunit	RS01855	CO	0.8	0.2	0.00032927999999999994	0.24622067706923975
CAETHG_RS01855	CAETHG_0390	efflux transporter, RND family, MFP subunit	RS01855	High-H2 CO	0.9	0.5	0.00037044	0.5186424003488612
CAETHG_RS01855	CAETHG_0390	efflux transporter, RND family, MFP subunit	RS01855	Syngas	1.1	0.5	0.00045275999999999997	0.4333775214655178
CAETHG_RS01875	CAETHG_0395	NAD(+) ADP-ribosyltransferase	yfbK	CO	4.3	0.6	0.0017698799999999995	0.13886276857021893
CAETHG_RS01875	CAETHG_0395	NAD(+) ADP-ribosyltransferase	yfbK	High-H2 CO	5.1	1.4	0.0020991599999999997	0.26953928795874676
CAETHG_RS01875	CAETHG_0395	NAD(+) ADP-ribosyltransferase	yfbK	Syngas	1.8	0.4	0.00074088	0.21954977070786863
CAETHG_RS01880	CAETHG_0396		K22882	CO	3.2	0.6	0.0013171199999999997	0.18588270900398385
CAETHG_RS01880	CAETHG_0396		K22882	High-H2 CO	2.2	1.3	0.0009055199999999999	0.5472588259313864
CAETHG_RS01880	CAETHG_0396		K22882	Syngas	2.7	0.4	0.0011113199999999998	0.14734478738965062
CAETHG_RS01910	CAETHG_0402	tRNA-specific 2-thiouridylase mnmA	mnmA	CO	0.4	0.1	0.00016463999999999997	0.24622067706923975
CAETHG_RS01910	CAETHG_0402	tRNA-specific 2-thiouridylase mnmA	mnmA	High-H2 CO				
CAETHG_RS01910	CAETHG_0402	tRNA-specific 2-thiouridylase mnmA	mnmA	Syngas	0.3	0.1	0.00012347999999999998	0.32459284597450133
CAETHG_RS01915	CAETHG_0403	cysteine desulfurase NifS	iscS	CO	9.3	5.0	0.0038278799999999992	0.5038909608844553
CAETHG_RS01915	CAETHG_0403	cysteine desulfurase NifS	iscS	High-H2 CO	5.9	3.9	0.00242844	0.602094862647179
CAETHG_RS01915	CAETHG_0403	cysteine desulfurase NifS	iscS	Syngas	2.4	0.8	0.0009878399999999998	0.32459284597450133
CAETHG_RS01930	CAETHG_0406	acetolactate synthase, large subunit, biosynthe	ilvB4	CO	31.3	3.1	0.012883079999999998	0.09879993540970455
CAETHG_RS01930	CAETHG_0406	acetolactate synthase, large subunit, biosynthe	ilvB4	High-H2 CO	36.2	3.6	0.01489992	0.09920294307382375
CAETHG_RS01930	CAETHG_0406	acetolactate synthase, large subunit, biosynthe	ilvB4	Syngas	28.9	2.9	0.011895239999999998	0.10009478510523473
CAETHG_RS01935	CAETHG_0407	hypothetical protein	TC.APA2	CO	0.6	0.3	0.00024695999999999995	0.47238072707743883
CAETHG_RS01935	CAETHG_0407	hypothetical protein	TC.APA2	High-H2 CO	0.1	0.1	4.115999999999999e-05	0.8325546111576977
CAETHG_RS01935	CAETHG_0407	hypothetical protein	TC.APA2	Syngas	0.0	0.0	0.0	
CAETHG_RS01950	CAETHG_0410	Alcohol dehydrogenase (NADP(+))	adh2	CO	10.4	1.0	0.00428064	0.09593270321159367
CAETHG_RS01950	CAETHG_0410	Alcohol dehydrogenase (NADP(+))	adh2	High-H2 CO	5.4	1.2	0.0022226399999999997	0.21954977070786863
CAETHG_RS01950	CAETHG_0410	Alcohol dehydrogenase (NADP(+))	adh2	Syngas	7.5	1.1	0.0030869999999999995	0.14588698525438762
CAETHG_RS01955	CAETHG_0411	DNA topoisomerase III	topB2	CO	2.3	0.1	0.0009466799999999998	0.043457734499950114
CAETHG_RS01955	CAETHG_0411	DNA topoisomerase III	topB2	High-H2 CO	1.2	1.0	0.0004939199999999999	0.7261920721938523
CAETHG_RS01955	CAETHG_0411	DNA topoisomerase III	topB2	Syngas	2.2	0.4	0.0009055199999999999	0.18034187452047828
CAETHG_RS01960	CAETHG_0412	quorum-sensing autoinducer 2 (AI-2), LuxS	luxS	CO	12.3	2.0	0.005062679999999999	0.16154198161578354
CAETHG_RS01960	CAETHG_0412	quorum-sensing autoinducer 2 (AI-2), LuxS	luxS	High-H2 CO	5.9	2.3	0.00242844	0.3761271493646477
CAETHG_RS01960	CAETHG_0412	quorum-sensing autoinducer 2 (AI-2), LuxS	luxS	Syngas	18.0	1.6	0.007408799999999999	0.0887140533918122
CAETHG_RS01975	CAETHG_0415	oxidoreductase/nitrogenase component 1	nifK	CO	1.7	1.0	0.0006997199999999998	0.545117102562389
CAETHG_RS01975	CAETHG_0415	oxidoreductase/nitrogenase component 1	nifK	High-H2 CO				
CAETHG_RS01975	CAETHG_0415	oxidoreductase/nitrogenase component 1	nifK	Syngas				
CAETHG_RS01980	CAETHG_0416	oxidoreductase/nitrogenase component 1	nifD	CO	1.0	0.6	0.0004116	0.5545130293761911
CAETHG_RS01980	CAETHG_0416	oxidoreductase/nitrogenase component 1	nifD	High-H2 CO				
CAETHG_RS01980	CAETHG_0416	oxidoreductase/nitrogenase component 1	nifD	Syngas				
CAETHG_RS01985	CAETHG_0417	Nitrogenase iron protein	nifH5	CO	5.1	2.4	0.0020991599999999997	0.4472598448562811
CAETHG_RS01985	CAETHG_0417	Nitrogenase iron protein	nifH5	High-H2 CO				
CAETHG_RS01985	CAETHG_0417	Nitrogenase iron protein	nifH5	Syngas				
CAETHG_RS02070	CAETHG_0434	pyridoxamine 5-phosphate oxidase-related FMN-bi	RS02070	CO	3.6	1.1	0.00148176	0.29876305457412294
CAETHG_RS02070	CAETHG_0434	pyridoxamine 5-phosphate oxidase-related FMN-bi	RS02070	High-H2 CO	2.7	0.8	0.0011113199999999998	0.29008531439248997
CAETHG_RS02070	CAETHG_0434	pyridoxamine 5-phosphate oxidase-related FMN-bi	RS02070	Syngas	3.9	0.7	0.0016052399999999997	0.17806629687580122
CAETHG_RS02115	CAETHG_0444	dihydropyrimidinase	DPYS	CO	1.4	0.2	0.00057624	0.14213622802621248
CAETHG_RS02115	CAETHG_0444	dihydropyrimidinase	DPYS	High-H2 CO				
CAETHG_RS02115	CAETHG_0444	dihydropyrimidinase	DPYS	Syngas	1.1	0.2	0.00045275999999999997	0.18034187452047828
CAETHG_RS02125	CAETHG_0446	putative selenium metabolism hydrolase	RS02125	CO	3.0	0.9	0.0012347999999999997	0.293560379208524
CAETHG_RS02125	CAETHG_0446	putative selenium metabolism hydrolase	RS02125	High-H2 CO	2.0	0.5	0.0008232	0.24622067706923975
CAETHG_RS02125	CAETHG_0446	putative selenium metabolism hydrolase	RS02125	Syngas	4.1	0.6	0.0016875599999999996	0.1455669175632291
CAETHG_RS02130	CAETHG_0447	selenium metabolism protein SsnA	RS02130	CO	1.8	0.1	0.00074088	0.05551276013141586
CAETHG_RS02130	CAETHG_0447	selenium metabolism protein SsnA	RS02130	High-H2 CO	0.7	0.3	0.00028812	0.41063695941280387
CAETHG_RS02130	CAETHG_0447	selenium metabolism protein SsnA	RS02130	Syngas	1.3	0.2	0.00053508	0.15294730979884993
CAETHG_RS02135	CAETHG_0448	selenate reductase YgfK	ygfK	CO	2.0	0.6	0.0008232	0.293560379208524
CAETHG_RS02135	CAETHG_0448	selenate reductase YgfK	ygfK	High-H2 CO	1.2	0.3	0.0004939199999999999	0.24622067706923975
CAETHG_RS02135	CAETHG_0448	selenate reductase YgfK	ygfK	Syngas	0.7	0.3	0.00028812	0.41063695941280387
CAETHG_RS02140	CAETHG_0449	carbamoyltransferase YgeW	RS02140	CO	3.6	0.4	0.00148176	0.11077044999373434
CAETHG_RS02140	CAETHG_0449	carbamoyltransferase YgeW	RS02140	High-H2 CO	2.4	0.9	0.0009878399999999998	0.36273455554815737
CAETHG_RS02140	CAETHG_0449	carbamoyltransferase YgeW	RS02140	Syngas	3.3	0.9	0.00135828	0.2678505270833741
CAETHG_RS02150	CAETHG_0451	diaminopropionate ammonia-lyase	E4.3.1.15	CO	1.1	0.2	0.00045275999999999997	0.18034187452047828
CAETHG_RS02150	CAETHG_0451	diaminopropionate ammonia-lyase	E4.3.1.15	High-H2 CO				
CAETHG_RS02150	CAETHG_0451	diaminopropionate ammonia-lyase	E4.3.1.15	Syngas	0.7	0.2	0.00028812	0.2801278555258211
CAETHG_RS02160	CAETHG_0454	molybdopterin dehydrogenase FAD-binding protein	ygeT	CO	5.2	1.2	0.00214032	0.2277824298953098
CAETHG_RS02160	CAETHG_0454	molybdopterin dehydrogenase FAD-binding protein	ygeT	High-H2 CO	3.9	1.1	0.0016052399999999997	0.27667128104138455
CAETHG_RS02160	CAETHG_0454	molybdopterin dehydrogenase FAD-binding protein	ygeT	Syngas	2.1	0.4	0.0008643599999999999	0.18878166078133404
CAETHG_RS02165	CAETHG_0455	Carbon-monoxide dehydrogenase (acceptor)	coxS2	CO				
CAETHG_RS02165	CAETHG_0455	Carbon-monoxide dehydrogenase (acceptor)	coxS2	High-H2 CO	0.6	0.5	0.00024695999999999995	0.7261920721938523
CAETHG_RS02165	CAETHG_0455	Carbon-monoxide dehydrogenase (acceptor)	coxS2	Syngas				
CAETHG_RS02170	CAETHG_0456	Xanthine dehydrogenase	RS02170	CO	8.6	9.0	0.003539759999999999	0.8600247743988637
